"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response"
"true","false","[]","[]","[]","preload","0","43","0.0-0.0","","",""
"","","","","","html-keyboard-response","1","606758","0.0-1.0","282692","Hi there! Welcome to the experiment. Press any key to begin."," "
"","","","","","html-keyboard-response","2","620532","0.0-2.0","13772","<p>Before we get started, here is information about <strong>consent</strong>.</p>
    <p> <strong>Parent or Guardian</strong>: This is a practice round to see whether participants between 5-7 years old understand the study, answer the questions accurately, and stay attentive.</p>
    <p> This data will not be used other than for informal interpretation to improve the study design. The participant is welcome to stop whenever, and will always remain anonymous.</p>
    <p> The experiment should take no more than <strong>15 minutes</strong>.</p>
    <p> Do you consent to continuing with the experiment? </p>
    <p> <strong> Participant</strong>: Do you want to play? You are  welcome to stop whenever! </p>
    <p>Press any key to begin.</p>"," "
"","","","","","html-keyboard-response","3","642472","0.0-3.0","21939","<p>In this experiment, we are building a new game!</p>
    <p> You will be playing by moving this <strong> yellow ball.</strong> You want the ball to score in the goal at the top of the screen!</p>
    <div style='width: 1000px;'>
    <div style='float: center;'><img src='img/LAMI-kids-start.png' width = ""500""></img>
    <p class='small'><strong>This is your ball!</strong></p></div>
    <p>Press any key to continue.</p>","y"
"","","","","","html-keyboard-response","4","665867","0.0-4.0","23394","<p>In the game you will try today, you can move the ball in two different ways. One way you can move the ball is <strong>this way</strong>, to the left.</p>
    <p>If you press this button for the arrow that points this way, to the left, the ball will go <strong>this way</strong>.</p>
    <div style='width: 700px;'>
    <p class='small'><strong>Move this way!</strong></p></div>
    <div style='float: center;'><img src='img/LAMI-kids-start-left-arrow.png' width= ""400""></img>
    </div>
    <p>Press the correct button to move the ball this way.</p>","arrowleft"
"","","","","","html-keyboard-response","5","675447","0.0-5.0","9579","<p>You can also move the ball <strong>that way</strong>, to the right.</p>
    <p>If you press that button on that side, the ball will go <strong>that way</strong>.</p>
    <div style='width: 700px;'>
    <p class='small'><strong>Move that way!</strong></p></div>
    <div style='float: center;'><img src='img/LAMI-kids-start-right-arrow.png' width= ""400""></img>
    </div>
    <p>Press the correct button to move the ball that way.</p>","arrowright"
"","","","","","html-keyboard-response","6","693721","0.0-6.0","18273","<p>In the game, you want the ball to score in the <span style= ""color:red"">red goal</span> at the top of the screen here.</p>
    <p>When you play, the ball will either be in the <span style= ""color:blue"">blue room</span> or the <span style= ""color:#FF69B4"">pink room</span>.</p>
    <p>This is what the rooms look like:</p>
    <div style='width: 700px;'>
    <div style='border: 10px; float: left;'><img src='img/LAMI-kids-blue.png' width= ""300""></img>
    <p class='small'><strong>This is the Blue Room</strong></p></div>
    <div style='padding-left: 10px; float: right;'><img src='img/LAMI-kids-pink.png' width= ""300""></img>
    <p class='small'><strong>This is the Pink Room</strong></p></div>
    <p>Press any key to continue.</p>","n"
"","","","","","html-keyboard-response","7","710625","0.0-7.0","16904","<p>Both rooms have an <span style= ""color:orange"">orange wall</span> that can block the ball from scoring in the goal.</p>
    <p>If the ball hits the <span style= ""color:orange"">orange wall</span>, the ball won't score  in  the goal, it will miss.</p>
    <div style='width: 700px;'>
    <div style='float: left;'><img src='img/LAMI-kids-blue-wall.png' width= ""300""></img>
    <p class='small'><strong>The <span style= ""color:orange"">orange wall</span> in the Blue Room</strong></p></div>
    <div style='float:right;'><img src='img/LAMI-kids-pink-wall.png' width= ""300""></img>
    <p class='small'><strong>The <span style= ""color:orange"">orange wall</span> in the Pink Room</strong></p></div>
    <p>Press any key to continue.</p>"," "
"","","","","","html-keyboard-response","8","719647","0.0-8.0","9020","
  <p>This is what it looks like to score in the blue room, the goal will turn green. Great Job! </p>
  <div style='float: center;'><video src='video/scorethatway.mp4' width= ""700"" height=""525"" autoplay loop></video>
  <p>Press any key to continue </p>"," "
"","","","","","html-keyboard-response","9","734171","0.0-9.0","14523","<p>This is what it looks like to miss in the blue room, the goal will stay red. Uh Oh, no score this time! </p>
  <div style='float: center;'><video src='video/missthisway.mp4' width= ""700"" height=""525"" autoplay loop></video>
  <p>Press any key to continue </p>"," "
"","","","","","html-keyboard-response","10","741290","0.0-10.0","7116","<p> So if the ball is in the <span style= ""color:blue"">blue room</span>, and you choose <strong> this way</strong>, the ball will miss. If you choose <strong>that way</strong> in the blue room, the ball will score. </p>
  <div style='padding-right: 100px; float: center;'><video src='video/missthisway.mp4' width= ""300"" autoplay loop></video>
  <div style='padding-left: 100px; float: right;'><video src='video/scorethatway.mp4' width= ""300"" autoplay loop></video></div>
  <p>Press any key to continue </p>"," "
"","","","","","html-keyboard-response","11","750640","0.0-11.0","9349","
  <p>This is what it looks like to score in the pink room, the goal will turn green. Great Job! </p>
  <div style='float: center;'><video src='video/scorethisway.mp4' width= ""700"" height=""525"" autoplay loop></video>
  <p>Press any key to continue </p>"," "
"","","","","","html-keyboard-response","12","759044","0.0-12.0","8402","<p>This is what it looks like to miss in the pink room, the goal will stay red. Uh Oh, no score this time! </p>
  <div style='float: center;'><video src='video/missthatway.mp4' width= ""700"" height=""525"" autoplay loop></video>
  <p>Press any key to continue </p>"," "
"","","","","","html-keyboard-response","13","764354","0.0-13.0","5308","<p> So if the ball is in the <span style= ""color:#FF69B4"">pink room</span>, and you choose <strong> this way</strong>, the ball will score. If you choose <strong>that way</strong> in the pink room, the ball will miss. </p>
  <div style='padding-right: 100px; float: center;'><video src='video/scorethisway.mp4' width= ""300"" autoplay loop></video>
  <div style='padding-left: 100px; float: right;'><video src='video/missthatway.mp4' width= ""300"" autoplay loop></video></div>
  <p>Press any key to continue </p>"," "
"","","","","","html-keyboard-response","14","778800","0.0-14.0","14446","
  <p>Let's Practice! We will tell you what room you are in, and ask you to either go <strong>this way or that way</strong>, left or right. Then you can see what happens! </p>
  <p>Press any key to continue </p>"," "
"","","","","","html-keyboard-response","15","791234","0.0-15.0-0.0-0.0","12433","You are in the pink room.
Let's  see  what happens if you go this  way!","arrowleft"
"","","","","","video-keyboard-response","16","801261","0.0-15.0-1.0","null","[""video/scorethisway.mp4""]","null"
"","","","","","html-keyboard-response","17","810850","0.0-15.0-0.1-0.1","9589","You are in the pink room.
Let's  see  what happens if you go that  way!","arrowright"
"","","","","","video-keyboard-response","18","820862","0.0-15.0-1.1","null","[""video/missthatway.mp4""]","null"
"","","","","","html-keyboard-response","19","829223","0.0-15.0-0.2-0.2","8360","You are in the blue room.
Let's  see  what happens if you go that  way!","arrowright"
"","","","","","video-keyboard-response","20","839241","0.0-15.0-1.2","null","[""video/scorethatway.mp4""]","null"
"","","","","","html-keyboard-response","21","843476","0.0-15.0-0.3-0.3","4233","You are in the blue room.
Let's  see  what happens if you go this  way!","arrowleft"
"","","","","","video-keyboard-response","22","853499","0.0-15.0-1.3","null","[""video/missthisway.mp4""]","null"
"","","","","","html-keyboard-response","23","892804","0.0-16.0","39304","
  <p> After you see whether the ball scores or misses, you will be asked a question. To pick your answer, choose the arrow button on the same side as the correct response.</p>
  <p>If you are asked <strong>Remember</strong>, your question will ask you to remember which way the ball moved.</p>
  <p>If you are asked <strong>What if?</strong>, your question will ask you to answer what would have happened if that ball had gone the other way.</p>
  <p>If you are asked <strong>Cause</strong>, your question will ask you to answer what caused the ball to score or miss.</p>
  <p>Press any key to continue </p>"," "
"","","","","","html-keyboard-response","24","895911","0.0-17.0","3106","
  <p>Nice job! Are you ready to play? Now you get to choose which way the ball will move, but you <strong>won't know which room the ball will be in</strong>! Try to make the ball score! Do you have any questions? </p>
  <p>Press any key to continue </p>"," "
"","","","","","html-keyboard-response","25","916293","0.0-18.0-0.0-0.0","20382","<p>Do you want the ball to go this way or that way?</p>
      <p style='position: absolute; left: 400px'>This way</p>
      <div style='float: center;'><img src='img/LAMI-kids-start-both-arrows.jpg' width= ""400""></img>
      <p style='position: absolute; left: 1000px; top: 300px'>That way</p>
      </div>","arrowright"
"","","","","","video-keyboard-response","26","926315","0.0-18.0-1.0","null","[""video/scorethatway.mp4""]","null"
"","","","","","html-keyboard-response","27","928319","0.0-18.0-2.0","null","<p>Remember</p>","null"
"","","","","","html-keyboard-response","28","935196","0.0-18.0-3.0","6876","<p>Did you move the ball this way or that way?</p>
      <div style='padding: 20px; float: left;'><img src='img/thisarrow.png'></img></div>
      <div style='padding: 20px; float: right;'><img src='img/thatarrow.png'></img></div>","arrowright"
"","","","","","html-keyboard-response","29","940003","0.0-18.0-0.1-0.1","4807","<p>Do you want the ball to go this way or that way?</p>
      <p style='position: absolute; left: 400px'>This way</p>
      <div style='float: center;'><img src='img/LAMI-kids-start-both-arrows.jpg' width= ""400""></img>
      <p style='position: absolute; left: 1000px; top: 300px'>That way</p>
      </div>","arrowleft"
