"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response"
"true","false","[]","[]","[]","preload","0","20","0.0-0.0","","",""
"","","","","","html-keyboard-response","1","110147","0.0-1.0","110127","Hi there! Welcome to the experiment. Press any key to begin."," "
"","","","","","html-keyboard-response","2","126740","0.0-2.0","16593","<p>Before we get started, here is information about <strong>consent</strong>.</p>
    <p> <strong>Parent or Guardian</strong>: This is a practice round to see whether participants between 5-7 years old understand the study, answer the questions accurately, and stay attentive.</p>
    <p> This data will not be used other than for informal interpretation to improve the study design. The participant is welcome to stop whenever, and will always remain anonymous.</p>
    <p> The experiment should take no more than <strong>15 minutes</strong>.</p>
    <p> Do you consent to continuing with the experiment? </p>
    <p> <strong> Participant</strong>: Do you want to play? You are  welcome to stop whenever! </p>
    <p>Press any key to begin.</p>"," "
"","","","","","html-keyboard-response","3","146189","0.0-3.0","19449","<p>In this experiment, we are building a new game!</p>
    <p> You will be playing by moving this <strong> yellow ball.</strong> You want the ball to score in the goal at the top of the screen!</p>
    <div style='width: 1000px;'>
    <div style='float: center;'><img src='img/LAMI-kids-start.png' width = ""500""></img>
    <p class='small'><strong>This is your ball!</strong></p></div>
    <p>Press any key to continue.</p>","c"
"","","","","","html-keyboard-response","4","162440","0.0-4.0","16250","<p>In the game you will try today, you can move the ball in two different ways. One way you can move the ball is <strong>this way</strong>, to the left.</p>
    <p>If you press this button for the arrow that points this way, to the left, the ball will go <strong>this way</strong>.</p>
    <div style='width: 700px;'>
    <p class='small'><strong>Move this way!</strong></p></div>
    <div style='float: center;'><img src='img/LAMI-kids-start-left-arrow.png' width= ""400""></img>
    </div>
    <p>Press the correct button to move the ball this way.</p>","arrowleft"
"","","","","","html-keyboard-response","5","170585","0.0-5.0","8145","<p>You can also move the ball <strong>that way</strong>, to the right.</p>
    <p>If you press that button on that side, the ball will go <strong>that way</strong>.</p>
    <div style='width: 700px;'>
    <p class='small'><strong>Move that way!</strong></p></div>
    <div style='float: center;'><img src='img/LAMI-kids-start-right-arrow.png' width= ""400""></img>
    </div>
    <p>Press the correct button to move the ball that way.</p>","arrowright"
"","","","","","html-keyboard-response","6","190863","0.0-6.0","20277","<p>In the game, you want the ball to score in the <span style= ""color:red"">red goal</span> at the top of the screen here.</p>
    <p>When you play, the ball will either be in the <span style= ""color:blue"">blue room</span> or the <span style= ""color:#FF69B4"">pink room</span>.</p>
    <p>This is what the rooms look like:</p>
    <div style='width: 700px;'>
    <div style='border: 10px; float: left;'><img src='img/LAMI-kids-blue.png' width= ""300""></img>
    <p class='small'><strong>This is the Blue Room</strong></p></div>
    <div style='padding-left: 10px; float: right;'><img src='img/LAMI-kids-pink.png' width= ""300""></img>
    <p class='small'><strong>This is the Pink Room</strong></p></div>
    <p>Press any key to continue.</p>","arrowleft"
"","","","","","html-keyboard-response","7","207576","0.0-7.0","16712","<p>Both rooms have an <span style= ""color:orange"">orange wall</span> that can block the ball from scoring in the goal.</p>
    <p>If the ball hits the <span style= ""color:orange"">orange wall</span>, the ball won't score  in  the goal, it will miss.</p>
    <div style='width: 700px;'>
    <div style='float: left;'><img src='img/LAMI-kids-blue-wall.png' width= ""300""></img>
    <p class='small'><strong>The <span style= ""color:orange"">orange wall</span> in the Blue Room</strong></p></div>
    <div style='float:right;'><img src='img/LAMI-kids-pink-wall.png' width= ""300""></img>
    <p class='small'><strong>The <span style= ""color:orange"">orange wall</span> in the Pink Room</strong></p></div>
    <p>Press any key to continue.</p>"," "
"","","","","","html-keyboard-response","8","216813","0.0-8.0","9235","
  <p>This is what it looks like to score in the blue room, the goal will turn green. Great Job! </p>
  <div style='float: center;'><video src='video/scorethatway.mp4' width= ""700"" height=""525"" autoplay loop></video>
  <p>Press any key to continue </p>"," "
"","","","","","html-keyboard-response","9","229387","0.0-9.0","12571","<p>This is what it looks like to miss in the blue room, the goal will stay red. Uh Oh, no score this time! </p>
  <div style='float: center;'><video src='video/missthisway.mp4' width= ""700"" height=""525"" autoplay loop></video>
  <p>Press any key to continue </p>"," "
