RECORDING_SESSION_LABEL	TRIAL_INDEX	CURRENT_FIX_INDEX	CURRENT_FIX_X	CURRENT_FIX_Y	CURRENT_FIX_START	CURRENT_FIX_END	CURRENT_FIX_DURATION	CURRENT_FIX_BLINK_AROUND	decision	video	outcome	prompt	answer
04	2	1	952.10	336.40	3356	3588	233	BEFORE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
04	2	2	870.40	549.00	3629	3797	169	AFTER	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
04	2	3	741.20	442.90	4607	5302	696	BEFORE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
04	2	4	717.20	401.80	5320	5862	543	NONE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
04	2	5	661.10	467.80	5886	6261	376	NONE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
04	2	6	700.90	379.20	6301	6450	150	NONE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
04	2	7	844.10	328.10	6478	6610	133	NONE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
04	2	8	933.10	345.80	6646	6825	180	NONE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
04	2	9	868.00	357.00	6846	7456	611	NONE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
04	2	10	493.70	738.20	7507	9066	1560	NONE	Left	LAMI-kids-left-missX.xvd	miss	Remember	Left
04	3	1	875.70	742.70	6498	6511	14	NONE	Left	LAMI-kids-left-scoreX.xvd	score	What if?	Right
04	3	2	891.20	583.50	6530	7192	663	NONE	Left	LAMI-kids-left-scoreX.xvd	score	What if?	Right
04	3	3	920.50	383.50	7239	7595	357	NONE	Left	LAMI-kids-left-scoreX.xvd	score	What if?	Right
04	3	4	827.30	544.60	7623	8172	550	NONE	Left	LAMI-kids-left-scoreX.xvd	score	What if?	Right
04	3	5	740.40	460.10	8200	9446	1247	NONE	Left	LAMI-kids-left-scoreX.xvd	score	What if?	Right
04	3	6	679.10	326.90	9476	11134	1659	NONE	Left	LAMI-kids-left-scoreX.xvd	score	What if?	Right
04	3	7	960.10	564.30	11183	11413	231	NONE	Left	LAMI-kids-left-scoreX.xvd	score	What if?	Right
04	3	8	988.40	1009.50	11464	11986	523	NONE	Left	LAMI-kids-left-scoreX.xvd	score	What if?	Right
04	3	9	534.30	1005.40	12032	12144	113	NONE	Left	LAMI-kids-left-scoreX.xvd	score	What if?	Right
04	3	10	-126.10	1037.40	12187	12453	267	AFTER	Left	LAMI-kids-left-scoreX.xvd	score	What if?	Right
